"Date","Price","Open","High","Low","Vol.","Change %"
"08/15/1983","1,193.50","1,183.64","1,203.56","1,183.64","","0.90%"
"08/12/1983","1,182.83","1,174.19","1,184.04","1,173.98","","0.72%"
"08/11/1983","1,174.39","1,175.30","1,180.49","1,172.76","","-0.14%"
"08/10/1983","1,175.98","1,168.27","1,178.39","1,161.66","","0.66%"
"08/09/1983","1,168.27","1,163.56","1,169.37","1,156.45","","0.45%"
"08/08/1983","1,163.06","1,183.29","1,183.29","1,162.86","","-1.71%"
"08/05/1983","1,183.29","1,182.79","1,186.90","1,176.68","","0.02%"
"08/04/1983","1,183.09","1,197.52","1,197.72","1,169.47","","-1.23%"
"08/03/1983","1,197.82","1,187.90","1,197.52","1,184.19","","0.83%"
"08/02/1983","1,188.00","1,193.71","1,197.42","1,186.70","","-0.52%"
"08/01/1983","1,194.21","1,199.82","1,199.92","1,188.70","","-0.42%"
"07/29/1983","1,199.22","1,216.15","1,216.15","1,192.81","","-1.41%"
"07/28/1983","1,216.35","1,232.97","1,233.97","1,215.04","","-1.15%"
"07/27/1983","1,230.47","1,243.69","1,252.90","1,229.27","","-1.06%"
"07/26/1983","1,243.69","1,233.17","1,245.19","1,230.17","","0.88%"
"07/25/1983","1,232.87","1,230.97","1,235.98","1,221.75","","0.14%"
"07/22/1983","1,231.17","1,229.17","1,231.97","1,225.76","","0.15%"
"07/21/1983","1,229.37","1,226.86","1,231.57","1,221.35","","0.12%"
"07/20/1983","1,227.86","1,198.12","1,226.86","1,198.12","","2.57%"
"07/19/1983","1,197.12","1,189.90","1,199.92","1,189.90","","0.61%"
"07/18/1983","1,189.90","1,192.91","1,192.91","1,183.79","","-0.20%"
"07/15/1983","1,192.31","1,203.23","1,203.93","1,189.70","","-1.00%"
"07/14/1983","1,204.33","1,198.12","1,210.04","1,198.12","","0.54%"
"07/13/1983","1,197.82","1,198.22","1,199.92","1,193.31","","-0.06%"
"07/12/1983","1,198.52","1,215.04","1,215.04","1,198.32","","-1.40%"
"07/11/1983","1,215.54","1,208.63","1,216.35","1,208.63","","0.69%"
"07/08/1983","1,207.23","1,210.74","1,214.64","1,206.03","","-0.27%"
"07/07/1983","1,210.44","1,220.05","1,222.26","1,210.14","","-0.84%"
"07/06/1983","1,220.65","1,209.03","1,220.05","1,205.33","","1.00%"
"07/05/1983","1,208.53","1,224.76","1,224.76","1,204.13","","-1.37%"
"07/01/1983","1,225.26","1,221.35","1,225.96","1,218.65","","0.27%"
"06/30/1983","1,221.96","1,213.44","1,222.06","1,213.44","","0.67%"
"06/29/1983","1,213.84","1,209.23","1,217.85","1,205.63","","0.38%"
"06/28/1983","1,209.23","1,229.17","1,233.27","1,209.23","","-1.65%"
"06/27/1983","1,229.47","1,241.69","1,243.99","1,228.37","","-0.98%"
"06/24/1983","1,241.69","1,241.29","1,243.19","1,235.98","","-0.01%"
"06/23/1983","1,241.79","1,245.79","1,245.79","1,237.18","","-0.31%"
"06/22/1983","1,245.69","1,246.39","1,251.20","1,240.69","","-0.14%"
"06/21/1983","1,247.40","1,238.48","1,249.00","1,232.37","","0.66%"
"06/20/1983","1,239.18","1,241.69","1,247.90","1,236.58","","-0.24%"
"06/17/1983","1,242.19","1,248.00","1,248.30","1,236.98","","-0.49%"
"06/16/1983","1,248.30","1,237.48","1,250.70","1,237.48","","0.89%"
"06/15/1983","1,237.28","1,227.26","1,237.48","1,221.25","","0.82%"
"06/14/1983","1,227.26","1,216.95","1,230.67","1,216.95","","0.55%"
"06/13/1983","1,220.55","1,197.72","1,220.55","1,197.72","","2.04%"
"06/10/1983","1,196.11","1,189.40","1,198.72","1,189.40","","0.60%"
"06/09/1983","1,189.00","1,185.10","1,190.50","1,180.89","","0.30%"
"06/08/1983","1,185.50","1,195.41","1,195.41","1,185.00","","-0.79%"
"06/07/1983","1,194.91","1,214.54","1,214.54","1,195.41","","-1.59%"
"06/06/1983","1,214.24","1,212.94","1,217.45","1,207.43","","0.10%"
"06/03/1983","1,213.04","1,211.34","1,217.35","1,209.84","","0.13%"
"06/02/1983","1,211.44","1,202.21","1,211.43","1,199.12","","0.77%"
"06/01/1983","1,202.21","1,200.08","1,202.88","1,191.27","","0.19%"
"05/31/1983","1,199.98","1,215.85","1,215.85","1,197.37","","-1.33%"
"05/27/1983","1,216.14","1,224.07","1,224.65","1,211.85","","-0.60%"
"05/26/1983","1,223.49","1,229.10","1,231.91","1,223.10","","-0.45%"
"05/25/1983","1,229.01","1,217.30","1,229.00","1,214.40","","0.82%"
"05/24/1983","1,219.04","1,200.17","1,219.62","1,200.17","","1.54%"
"05/23/1983","1,200.56","1,188.47","1,201.04","1,176.86","","0.89%"
"05/20/1983","1,190.02","1,192.24","1,192.34","1,184.21","","-0.11%"
"05/19/1983","1,191.37","1,204.14","1,205.59","1,191.36","","-1.01%"
"05/18/1983","1,203.56","1,205.40","1,220.59","1,202.59","","-0.18%"
"05/17/1983","1,205.79","1,202.79","1,206.95","1,197.27","","0.23%"
"05/16/1983","1,202.98","1,218.17","1,218.17","1,195.05","","-1.29%"
"05/13/1983","1,218.75","1,214.20","1,223.39","1,214.20","","0.36%"
"05/12/1983","1,214.40","1,218.65","1,223.20","1,208.69","","-0.44%"
"05/11/1983","1,219.72","1,229.88","1,230.46","1,215.36","","-0.81%"
"05/10/1983","1,229.68","1,228.52","1,234.71","1,225.52","","0.12%"
"05/09/1983","1,228.23","1,233.17","1,235.58","1,223.78","","-0.35%"
"05/06/1983","1,232.59","1,220.01","1,240.52","1,219.43","","1.06%"
"05/05/1983","1,219.72","1,211.98","1,219.71","1,209.66","","0.58%"
"05/04/1983","1,212.65","1,208.30","1,220.49","1,207.14","","0.38%"
"05/03/1983","1,208.01","1,206.37","1,208.00","1,193.89","","0.31%"
"05/02/1983","1,204.33","1,226.01","1,226.10","1,202.98","","-1.78%"
"04/29/1983","1,226.20","1,219.43","1,228.04","1,212.85","","0.55%"
"04/28/1983","1,219.52","1,207.04","1,220.20","1,207.04","","0.92%"
"04/27/1983","1,208.40","1,208.40","1,218.75","1,202.21","","-0.09%"
"04/26/1983","1,209.46","1,187.31","1,209.46","1,180.92","","1.87%"
"04/25/1983","1,187.21","1,196.69","1,201.63","1,185.86","","-0.76%"
"04/22/1983","1,196.30","1,188.08","1,198.14","1,187.79","","0.68%"
"04/21/1983","1,188.27","1,191.08","1,195.43","1,186.53","","-0.27%"
"04/20/1983","1,191.47","1,175.02","1,191.95","1,175.02","","1.44%"
"04/19/1983","1,174.54","1,183.73","1,184.02","1,172.60","","-0.74%"
"04/18/1983","1,183.24","1,171.73","1,183.62","1,169.41","","1.02%"
"04/15/1983","1,171.34","1,164.28","1,171.25","1,163.99","","0.52%"
"04/14/1983","1,165.25","1,156.54","1,165.05","1,151.41","","0.74%"
"04/13/1983","1,156.64","1,144.93","1,160.31","1,144.83","","0.99%"
"04/12/1983","1,145.32","1,142.51","1,146.77","1,137.58","","0.31%"
"04/11/1983","1,141.83","1,124.90","1,141.64","1,124.90","","1.52%"
"04/08/1983","1,124.71","1,117.55","1,124.81","1,113.20","","0.63%"
"04/07/1983","1,117.65","1,112.52","1,117.36","1,111.55","","0.37%"
"04/06/1983","1,113.49","1,122.77","1,122.77","1,104.68","","-0.60%"
"04/05/1983","1,120.16","1,126.93","1,133.61","1,118.61","","-0.66%"
"04/04/1983","1,127.61","1,129.84","1,129.84","1,121.90","","-0.21%"
"03/31/1983","1,130.03","1,142.41","1,152.09","1,128.77","","-1.16%"
"03/30/1983","1,143.29","1,130.90","1,143.28","1,130.90","","1.07%"
"03/29/1983","1,131.19","1,132.74","1,139.03","1,129.84","","-0.19%"
"03/28/1983","1,133.32","1,140.48","1,142.80","1,130.22","","-0.59%"
"03/25/1983","1,140.09","1,145.51","1,149.48","1,136.90","","-0.51%"
"03/24/1983","1,145.90","1,140.58","1,148.90","1,140.58","","0.44%"
"03/23/1983","1,140.87","1,123.16","1,143.87","1,121.71","","1.59%"
"03/22/1983","1,122.97","1,125.19","1,129.74","1,122.39","","-0.21%"
"03/21/1983","1,125.29","1,116.78","1,126.35","1,112.62","","0.68%"
"03/18/1983","1,117.74","1,116.52","1,122.97","1,115.42","","0.07%"
"03/17/1983","1,116.97","1,116.29","1,117.93","1,112.80","","0.09%"
"03/16/1983","1,116.00","1,123.74","1,130.99","1,115.71","","-0.76%"
"03/15/1983","1,124.52","1,114.35","1,121.22","1,112.42","","0.90%"
"03/14/1983","1,114.45","1,116.58","1,119.67","1,108.55","","-0.29%"
"03/11/1983","1,117.74","1,121.71","1,122.58","1,111.84","","-0.29%"
"03/10/1983","1,120.94","1,132.54","1,141.15","1,120.35","","-1.03%"
"03/09/1983","1,132.64","1,119.96","1,132.63","1,116.48","","1.15%"
"03/08/1983","1,119.78","1,141.54","1,142.12","1,119.78","","-1.92%"
"03/07/1983","1,141.74","1,140.77","1,144.25","1,132.44","","0.07%"
"03/04/1983","1,140.96","1,137.77","1,141.73","1,130.03","","0.25%"
"03/03/1983","1,138.06","1,134.96","1,145.22","1,134.96","","0.26%"
"03/02/1983","1,135.06","1,130.32","1,139.31","1,128.77","","0.38%"
"03/01/1983","1,130.71","1,113.09","1,130.70","1,113.09","","1.63%"
"02/28/1983","1,112.62","1,121.71","1,122.67","1,111.55","","-0.74%"
"02/25/1983","1,120.94","1,122.00","1,130.51","1,119.58","","-0.08%"
"02/24/1983","1,121.81","1,095.78","1,122.96","1,095.68","","2.27%"
"02/23/1983","1,096.94","1,081.55","1,095.58","1,081.17","","1.53%"
"02/22/1983","1,080.40","1,092.21","1,096.77","1,080.39","","-1.14%"
"02/18/1983","1,092.82","1,088.16","1,095.33","1,084.44","","0.36%"
"02/17/1983","1,088.91","1,087.70","1,090.86","1,078.96","","0.14%"
"02/16/1983","1,087.43","1,092.91","1,098.21","1,087.05","","-0.52%"
"02/15/1983","1,093.10","1,096.63","1,101.93","1,091.14","","-0.36%"
"02/14/1983","1,097.10","1,085.84","1,099.23","1,083.24","","0.98%"
"02/11/1983","1,086.50","1,088.11","1,096.30","1,083.14","","-0.11%"
"02/10/1983","1,087.75","1,067.69","1,089.40","1,067.69","","1.90%"
"02/09/1983","1,067.42","1,075.33","1,077.35","1,061.90","","-0.74%"
"02/08/1983","1,075.33","1,086.73","1,091.15","1,072.57","","-1.08%"
"02/07/1983","1,087.10","1,077.26","1,091.51","1,077.26","","0.85%"
"02/04/1983","1,077.91","1,064.29","1,077.90","1,059.87","","1.24%"
"02/03/1983","1,064.66","1,066.95","1,069.72","1,061.35","","0.19%"
"02/02/1983","1,062.64","1,053.98","1,067.42","1,051.78","","0.27%"
"02/01/1983","1,059.79","1,076.88","1,078.45","1,059.79","","-1.48%"
"01/31/1983","1,075.70","1,063.73","1,075.69","1,062.45","","1.03%"
"01/28/1983","1,064.75","1,063.92","1,075.14","1,062.63","","0.10%"
"01/27/1983","1,063.65","1,040.37","1,063.83","1,037.06","","2.47%"
"01/26/1983","1,037.99","1,043.96","1,044.51","1,036.14","","-0.39%"
"01/25/1983","1,042.03","1,029.89","1,042.95","1,029.89","","1.15%"
"01/24/1983","1,030.17","1,053.15","1,053.16","1,020.23","","-2.17%"
"01/21/1983","1,052.98","1,067.69","1,070.54","1,049.30","","-1.67%"
"01/20/1983","1,070.82","1,069.43","1,074.13","1,065.21","","0.26%"
"01/19/1983","1,068.06","1,079.29","1,079.94","1,059.69","","-1.07%"
"01/18/1983","1,079.65","1,080.93","1,084.34","1,075.14","","-0.48%"
"01/17/1983","1,084.81","1,084.25","1,093.26","1,078.45","","0.37%"
"01/14/1983","1,080.85","1,074.87","1,084.98","1,073.30","","0.64%"
"01/13/1983","1,073.95","1,084.89","1,088.30","1,072.93","","-0.89%"
"01/12/1983","1,083.61","1,084.25","1,100.07","1,083.61","","-0.02%"
"01/11/1983","1,083.79","1,093.44","1,093.44","1,079.83","","-0.78%"
"01/10/1983","1,092.35","1,074.60","1,096.39","1,068.61","","1.51%"
"01/07/1983","1,076.07","1,074.87","1,085.17","1,070.82","","0.48%"
"01/06/1983","1,070.92","1,047.00","1,075.97","1,044.97","","2.49%"
"01/05/1983","1,044.89","1,049.93","1,052.24","1,037.34","","-0.11%"
"01/04/1983","1,046.08","1,027.04","1,046.08","1,023.54","","1.85%"
"01/03/1983","1,027.04","1,048.92","1,052.06","1,025.29","","-1.86%"
"12/31/1982","1,046.54","1,048.57","1,051.87","1,045.34","","-0.08%"
"12/30/1982","1,047.37","1,060.61","1,062.54","1,046.26","","-1.15%"
"12/29/1982","1,059.60","1,058.56","1,064.75","1,055.92","","0.07%"
"12/28/1982","1,058.87","1,074.32","1,074.32","1,058.86","","-1.09%"
"12/27/1982","1,070.55","1,049.20","1,072.11","1,044.79","","2.44%"
"12/23/1982","1,045.07","1,037.70","1,046.08","1,035.68","","0.97%"
"12/22/1982","1,035.04","1,031.27","1,040.93","1,028.51","","0.46%"
"12/21/1982","1,030.26","1,005.32","1,032.00","1,004.13","","2.56%"
"12/20/1982","1,004.51","1,013.52","1,017.93","1,003.21","","-0.69%"
"12/17/1982","1,011.50","994.47","1,012.69","990.06","","2.15%"
"12/16/1982","990.25","996.31","999.08","988.59","","-0.24%"
"12/15/1982","992.64","1,006.25","1,009.19","990.61","","-1.66%"
"12/14/1982","1,009.38","1,024.37","1,044.88","1,008.83","","-1.45%"
"12/13/1982","1,024.28","1,020.14","1,026.21","1,018.11","","0.54%"
"12/10/1982","1,018.76","1,028.05","1,035.13","1,016.09","","-0.89%"
"12/09/1982","1,027.96","1,035.04","1,043.50","1,027.40","","-1.83%"
"12/08/1982","1,047.09","1,053.81","1,062.36","1,047.09","","-0.93%"
"12/07/1982","1,056.94","1,059.60","1,066.50","1,049.85","","0.12%"
"12/06/1982","1,055.65","1,033.02","1,056.93","1,025.75","","2.36%"
"12/03/1982","1,031.36","1,037.80","1,042.12","1,030.62","","-0.17%"
"12/02/1982","1,033.11","1,034.94","1,041.48","1,031.36","","0.20%"
"12/01/1982","1,031.09","1,043.22","1,050.49","1,031.09","","-0.79%"
"11/30/1982","1,039.28","1,003.68","1,039.28","1,002.39","","3.63%"
"11/29/1982","1,002.85","1,009.46","1,010.76","996.59","","-0.45%"
"11/26/1982","1,007.36","1,003.85","1,007.35","1,002.11","","0.74%"
"11/24/1982","1,000.00","993.18","1,000.91","991.26","","0.91%"
"11/23/1982","990.99","996.86","1,002.66","990.98","","-0.90%"
"11/22/1982","1,000.00","1,021.80","1,024.19","1,000.00","","-2.08%"
"11/19/1982","1,021.25","1,031.91","1,037.34","1,020.78","","-1.05%"
"11/18/1982","1,032.10","1,027.50","1,037.25","1,024.55","","0.45%"
"11/17/1982","1,027.50","1,018.03","1,027.50","1,013.24","","1.93%"
"11/16/1982","1,008.00","1,002.67","1,017.47","999.35","","-1.31%"
"11/15/1982","1,021.43","1,028.14","1,028.86","1,019.36","","-1.78%"
"11/12/1982","1,039.92","1,055.45","1,055.64","1,040.80","","-1.40%"
"11/11/1982","1,054.73","1,044.42","1,053.89","1,035.87","","0.98%"
"11/10/1982","1,044.52","1,059.78","1,072.01","1,041.75","","-1.48%"
"11/09/1982","1,060.25","1,037.61","1,061.53","1,036.60","","2.20%"
"11/08/1982","1,037.44","1,052.52","1,052.70","1,034.77","","-1.36%"
"11/05/1982","1,051.78","1,050.40","1,055.09","1,039.57","","0.15%"
"11/04/1982","1,050.22","1,064.20","1,068.98","1,048.01","","-1.43%"
"11/03/1982","1,065.49","1,024.18","1,065.48","1,024.18","","4.25%"
"11/02/1982","1,022.08","990.80","1,022.08","989.23","","1.63%"
"11/01/1982","1,005.70","990.80","1,009.01","983.71","","1.41%"
"10/29/1982","991.72","991.17","994.75","983.53","","0.07%"
"10/28/1982","990.99","1,007.63","1,007.63","991.35","","-1.53%"
"10/27/1982","1,006.35","1,006.16","1,013.52","1,001.93","","0.03%"
"10/26/1982","1,006.07","995.67","1,006.16","979.76","","1.10%"
"10/25/1982","995.13","1,030.35","1,030.35","994.20","","-3.52%"
"10/22/1982","1,031.46","1,035.04","1,046.08","1,030.35","","-0.53%"
"10/21/1982","1,036.98","1,033.11","1,044.15","1,022.16","","0.28%"
"10/20/1982","1,034.12","1,013.80","1,035.23","1,005.98","","2.00%"
"10/19/1982","1,013.80","1,019.22","1,031.09","1,001.66","","-0.53%"
"10/18/1982","1,019.22","993.09","1,023.45","991.63","","2.63%"
"10/15/1982","993.10","996.88","1,003.86","981.88","","-0.38%"
"10/14/1982","996.87","1,015.08","1,020.97","991.17","","-1.80%"
"10/13/1982","1,015.18","1,003.69","1,033.56","991.63","","1.15%"
"10/12/1982","1,003.68","1,012.80","1,026.95","992.00","","-0.90%"
"10/11/1982","1,012.79","991.55","1,027.59","991.55","","2.63%"
"10/08/1982","986.85","965.97","992.92","961.64","","2.16%"
"10/07/1982","965.97","950.23","972.88","950.23","","2.30%"
"10/06/1982","944.26","907.73","946.38","907.73","","4.09%"
"10/05/1982","907.19","903.61","917.77","899.47","","0.40%"
"10/04/1982","903.61","907.73","908.56","892.02","","-0.45%"
"10/01/1982","907.74","896.25","910.88","892.02","","1.28%"
"09/30/1982","896.25","906.27","908.20","891.28","","-1.11%"
"09/29/1982","906.27","919.33","920.70","901.13","","-1.42%"
"09/28/1982","919.33","920.91","930.73","916.02","","-0.17%"
"09/27/1982","920.90","919.52","925.05","909.86","","0.15%"
"09/24/1982","919.52","925.77","926.42","913.45","","-0.68%"
"09/23/1982","925.77","927.61","933.50","915.38","","-0.20%"
"09/22/1982","927.61","934.80","951.16","924.67","","-0.77%"
"09/21/1982","934.79","916.30","937.09","913.91","","2.02%"
"09/20/1982","916.30","916.94","921.45","904.70","","-0.07%"
"09/17/1982","916.94","927.80","931.30","912.70","","-1.17%"
"09/16/1982","927.80","930.45","938.47","922.45","","-0.29%"
"09/15/1982","930.46","923.02","933.13","915.56","","0.81%"
"09/14/1982","923.01","918.69","933.13","914.92","","0.47%"
"09/13/1982","918.69","906.81","921.08","898.36","","1.31%"
"09/10/1982","906.82","912.53","912.91","897.08","","-0.63%"
"09/09/1982","912.53","915.75","925.31","906.27","","-0.35%"
"09/08/1982","915.75","914.28","927.34","906.81","","0.16%"
"09/07/1982","914.28","925.13","928.34","906.92","","-1.17%"
"09/03/1982","925.13","913.55","940.48","913.55","","1.73%"
"09/02/1982","909.40","895.05","913.17","888.70","","1.60%"
"09/01/1982","895.05","901.31","911.33","890.91","","-0.69%"
"08/31/1982","901.31","893.30","910.95","887.97","","0.90%"
"08/30/1982","893.30","883.47","895.42","872.42","","1.11%"
"08/27/1982","883.47","892.41","893.84","874.14","","-1.00%"
"08/26/1982","892.41","884.89","908.95","882.61","","0.85%"
"08/25/1982","884.89","874.91","900.97","867.88","","1.14%"
"08/24/1982","874.90","891.17","893.36","869.02","","-1.83%"
"08/23/1982","891.17","869.30","894.22","861.69","","2.52%"
"08/20/1982","869.29","840.84","871.19","840.84","","3.66%"
"08/19/1982","838.57","829.44","848.94","824.48","","1.10%"
"08/18/1982","829.43","831.23","858.55","826.09","","-0.22%"
"08/17/1982","831.24","796.14","832.77","796.14","","4.90%"
"08/16/1982","792.43","788.53","803.84","788.53","","0.56%"
"08/13/1982","788.05","776.92","790.63","774.55","","1.43%"
"08/12/1982","776.92","777.20","786.16","773.59","","-0.04%"
"08/11/1982","777.21","779.30","783.95","772.17","","-0.27%"
"08/10/1982","779.30","780.34","789.09","775.69","","-0.13%"
"08/09/1982","780.35","784.34","784.34","769.98","","-0.51%"
"08/06/1982","784.34","795.84","798.98","781.77","","-1.45%"
"08/05/1982","795.85","803.45","804.41","789.77","","-0.95%"
"08/04/1982","803.46","815.34","815.34","800.89","","-1.59%"
"08/03/1982","816.40","822.11","831.44","815.27","","-0.69%"
"08/02/1982","822.11","808.59","824.11","807.84","","1.67%"
"07/30/1982","808.60","812.20","817.64","806.13","","-0.44%"
"07/29/1982","812.21","811.83","817.55","801.45","","0.05%"
"07/28/1982","811.83","822.77","823.44","807.66","","-1.33%"
"07/27/1982","822.77","825.44","831.05","818.02","","-0.32%"
"07/26/1982","825.44","830.56","833.23","820.59","","-0.62%"
"07/23/1982","830.57","832.00","838.47","824.69","","-0.17%"
"07/22/1982","832.00","832.19","839.71","823.70","","-0.02%"
"07/21/1982","832.19","833.44","843.80","828.20","","-0.15%"
"07/20/1982","833.43","826.09","837.70","820.02","","0.89%"
"07/19/1982","826.10","828.67","836.66","822.69","","-0.31%"
"07/16/1982","828.67","827.34","837.33","819.92","","0.16%"
"07/15/1982","827.34","828.39","836.56","821.25","","-0.13%"
"07/14/1982","828.39","824.20","831.63","815.27","","0.51%"
"07/13/1982","824.20","824.88","832.95","816.97","","-0.08%"
"07/12/1982","824.87","814.69","830.09","814.69","","1.32%"
"07/09/1982","814.12","804.98","818.59","803.38","","1.14%"
"07/08/1982","804.98","799.66","807.17","787.39","","0.67%"
"07/07/1982","799.66","798.91","804.70","793.19","","0.10%"
"07/06/1982","798.90","796.98","802.89","789.19","","0.24%"
"07/02/1982","796.99","803.19","803.19","792.52","","-0.78%"
"07/01/1982","803.27","811.94","814.88","800.05","","-1.07%"
"06/30/1982","811.93","812.20","821.63","807.84","","-0.03%"
"06/29/1982","812.21","811.94","818.41","805.19","","0.03%"
"06/28/1982","811.93","803.08","816.69","800.52","","1.10%"
"06/25/1982","803.08","810.41","812.13","800.61","","-0.90%"
"06/24/1982","810.41","813.17","821.63","805.56","","-0.34%"
"06/23/1982","813.17","799.66","815.34","795.77","","1.69%"
"06/22/1982","799.66","789.95","801.45","787.67","","1.23%"
"06/21/1982","789.95","788.63","797.84","784.25","","0.17%"
"06/18/1982","788.62","791.48","793.56","784.53","","-0.36%"
"06/17/1982","791.48","796.91","797.56","787.02","","-0.68%"
"06/16/1982","796.90","801.27","809.17","793.84","","-0.55%"
"06/15/1982","801.27","801.84","805.19","793.38","","-0.07%"
"06/14/1982","801.85","809.73","810.22","798.61","","-0.97%"
"06/11/1982","809.74","803.38","815.92","803.38","","1.38%"
"06/10/1982","798.71","795.56","803.38","790.53","","0.39%"
"06/09/1982","795.57","802.23","804.03","789.77","","-0.83%"
"06/08/1982","802.23","804.03","809.84","799.28","","-0.22%"
"06/07/1982","804.03","804.98","809.94","797.09","","-0.12%"
"06/04/1982","804.98","816.50","818.88","802.42","","-1.41%"
"06/03/1982","816.50","816.88","824.30","810.80","","-0.05%"
"06/02/1982","816.88","814.97","822.39","810.88","","0.23%"
"06/01/1982","814.97","819.55","822.95","811.94","","-0.56%"
"05/28/1982","819.54","824.95","828.86","815.55","","-0.66%"
"05/27/1982","824.96","828.77","832.19","821.06","","-0.46%"
"05/26/1982","828.77","834.56","836.84","824.20","","-0.69%"
"05/25/1982","834.57","836.38","845.31","832.38","","-0.22%"
"05/24/1982","836.38","835.91","840.09","830.09","","0.06%"
"05/21/1982","835.90","832.48","841.23","829.23","","0.41%"
"05/20/1982","832.48","835.91","839.70","827.63","","-0.41%"
"05/19/1982","835.90","840.84","845.41","832.56","","-0.59%"
"05/18/1982","840.85","845.31","848.08","836.66","","-0.53%"
"05/17/1982","845.32","857.20","857.20","842.94","","-1.45%"
"05/14/1982","857.78","859.11","864.55","853.88","","-0.15%"
"05/13/1982","859.11","865.77","869.86","855.88","","-0.77%"
"05/12/1982","865.77","865.88","874.52","858.92","","-0.01%"
"05/11/1982","865.87","860.92","870.63","857.31","","0.57%"
"05/10/1982","860.92","869.20","870.23","857.97","","-0.95%"
"05/07/1982","869.20","863.20","876.52","859.78","","0.70%"
"05/06/1982","863.20","856.34","867.95","856.34","","1.02%"
"05/05/1982","854.45","854.45","861.97","848.73","","0.00%"
"05/04/1982","854.45","849.03","860.16","848.17","","0.64%"
"05/03/1982","849.03","848.36","852.74","837.52","","0.08%"
"04/30/1982","848.36","844.94","852.55","841.70","","0.40%"
"04/29/1982","844.94","852.64","852.94","840.09","","-0.90%"
"04/28/1982","852.64","857.50","861.48","845.98","","-0.57%"
"04/27/1982","857.50","865.58","868.34","853.50","","-0.93%"
"04/26/1982","865.58","862.16","871.19","856.45","","0.40%"
"04/23/1982","862.16","853.13","865.39","851.80","","1.06%"
"04/22/1982","853.12","843.70","857.02","843.70","","1.15%"
"04/21/1982","843.42","840.56","847.70","835.81","","0.34%"
"04/20/1982","840.56","846.08","848.94","836.38","","-0.65%"
"04/19/1982","846.08","843.42","854.27","838.66","","0.32%"
"04/16/1982","843.42","839.61","848.36","836.84","","0.45%"
"04/15/1982","839.61","838.09","842.84","832.38","","0.18%"
"04/14/1982","838.09","841.05","844.45","831.91","","-0.35%"
"04/13/1982","841.04","841.31","847.89","836.19","","-0.03%"
"04/12/1982","841.32","842.94","847.31","836.38","","-0.19%"
"04/08/1982","842.94","836.84","847.52","833.33","","0.73%"
"04/07/1982","836.85","839.33","845.03","832.48","","-0.30%"
"04/06/1982","839.33","835.33","842.84","827.91","","0.48%"
"04/05/1982","835.33","838.56","843.89","830.95","","-0.39%"
"04/02/1982","838.57","833.23","843.23","831.53","","0.64%"
"04/01/1982","833.24","822.77","836.66","820.48","","1.27%"
"03/31/1982","822.77","824.48","830.56","818.41","","-0.21%"
"03/30/1982","824.49","823.81","829.72","816.97","","0.08%"
"03/29/1982","823.82","817.92","826.77","813.17","","0.72%"
"03/26/1982","817.92","827.44","827.44","814.12","","-1.17%"
"03/25/1982","827.63","823.34","833.70","818.59","","0.52%"
"03/24/1982","823.34","826.67","831.81","819.92","","-0.40%"
"03/23/1982","826.67","819.55","830.67","817.55","","0.87%"
"03/22/1982","819.54","805.66","824.02","804.80","","1.72%"
"03/19/1982","805.65","805.27","811.64","799.75","","0.05%"
"03/18/1982","805.27","795.84","808.41","795.00","","1.18%"
"03/17/1982","795.85","798.33","802.70","791.30","","-0.31%"
"03/16/1982","798.33","800.98","808.41","795.56","","-0.33%"
"03/15/1982","800.99","797.38","805.19","789.38","","0.45%"
"03/12/1982","797.37","805.56","806.31","792.05","","-1.02%"
"03/11/1982","805.56","804.89","814.88","800.52","","0.08%"
"03/10/1982","804.89","803.84","815.27","797.84","","0.13%"
"03/09/1982","803.84","795.47","810.80","786.16","","1.05%"
"03/08/1982","795.47","807.36","819.81","794.52","","-1.47%"
"03/05/1982","807.36","807.55","814.97","799.28","","-0.02%"
"03/04/1982","807.55","815.16","819.81","800.70","","-0.93%"
"03/03/1982","815.16","825.81","826.02","808.69","","-1.29%"
"03/02/1982","825.82","828.39","840.66","821.54","","-0.31%"
"03/01/1982","828.39","824.39","834.28","818.20","","0.49%"
"02/26/1982","824.39","825.81","831.23","817.83","","-0.17%"
"02/25/1982","825.82","826.77","837.42","820.78","","-0.11%"
"02/24/1982","826.77","812.98","829.72","806.52","","1.70%"
"02/23/1982","812.98","811.27","817.73","802.23","","0.21%"
"02/22/1982","811.26","824.30","835.81","809.55","","-1.58%"
"02/19/1982","824.30","828.95","833.33","818.59","","-0.56%"
"02/18/1982","828.96","827.63","836.95","824.02","","0.16%"
"02/17/1982","827.63","831.34","836.95","822.69","","-0.45%"
"02/16/1982","831.34","833.81","834.67","817.27","","-0.30%"
"02/12/1982","833.81","834.67","841.31","829.23","","-0.10%"
"02/11/1982","834.67","836.66","841.42","827.25","","-0.24%"
"02/10/1982","836.66","830.56","842.09","829.34","","0.73%"
"02/09/1982","830.57","833.44","838.47","824.11","","-0.34%"
"02/08/1982","833.43","849.70","849.70","830.86","","-2.07%"
"02/05/1982","851.03","847.03","858.27","842.94","","0.47%"
"02/04/1982","847.03","845.03","852.73","835.70","","0.24%"
"02/03/1982","845.03","852.55","858.27","841.89","","-0.88%"
"02/02/1982","852.55","851.69","860.83","846.45","","0.10%"
"02/01/1982","851.69","866.34","866.34","848.08","","-2.23%"
"01/29/1982","871.10","864.25","876.70","859.78","","0.79%"
